14:03:34 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:03:35 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:03:55 18.04.18	3333	   -0.00	    0.00	    0.00	    0.00	 1 0111 0000 0000
14:04:15 18.04.18	3333					 1 0111 0000 0000
14:04:16 18.04.18	3333					 1 0111 0000 0000
14:04:17 18.04.18	3333					 1 0111 0000 0000
14:04:54 18.04.18	3333					 1 0111 0000 0000
14:04:55 18.04.18	3333					 1 0111 0000 0000
14:04:56 18.04.18	3330					 0 0111 0000 0000
14:04:57 18.04.18	3330					 0 0111 0000 0000
14:04:58 18.04.18	3330					 0 0111 0000 0000
14:04:59 18.04.18	3330					 0 0111 0000 0000
14:05:00 18.04.18	3330					 0 0111 0000 0000
14:09:45 18.04.18	3333					 1 0111 0000 0000
14:09:46 18.04.18	3333					 1 0111 0000 0000
14:09:47 18.04.18	3333					 1 0111 0000 0000
14:09:58 18.04.18	3333					 1 0111 0000 0000
14:09:58 18.04.18	3333					 1 0111 0000 0000
14:09:59 18.04.18	3333					 1 0111 0000 0000
14:10:00 18.04.18	3333					 1 0111 0000 0000
14:10:10 18.04.18	3333					 1 0111 0000 0000
14:10:11 18.04.18	3333					 1 0111 0000 0000
14:10:12 18.04.18	3333					 1 0111 0000 0000
14:10:13 18.04.18	3333					 1 0111 0000 0000
14:10:14 18.04.18	3330					10 0001 0001 0100
14:10:15 18.04.18	3330					10 0001 0001 0100
14:10:16 18.04.18	3330					10 0001 0001 0100
14:10:17 18.04.18	3330					10 0001 0001 0100
14:10:18 18.04.18	3330					10 0001 0001 0100
14:10:19 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:10:20 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:11:03 18.04.18	3333					 1 0111 0000 0000
14:11:04 18.04.18	3333					 1 0111 0000 0000
14:11:05 18.04.18	3333					 1 0111 0000 0000
14:11:06 18.04.18	3333					 1 0111 0000 0000
14:11:07 18.04.18	3330					10 0001 0001 0100
14:11:08 18.04.18	3330					10 0001 0001 0100
14:11:09 18.04.18	3330					10 0001 0001 0100
14:11:16 18.04.18	3333					 1 0111 0000 0000
14:11:17 18.04.18	3333					 1 0111 0000 0000
14:11:18 18.04.18	3333					 1 0111 0000 0000
14:11:19 18.04.18	3333					 1 0111 0000 0000
14:11:20 18.04.18	3330					10 0001 0001 0100
14:11:21 18.04.18	3330					10 0001 0001 0100
14:11:22 18.04.18	3330					10 0001 0001 0100
14:11:23 18.04.18	3330					10 0001 0001 0100
14:11:24 18.04.18	3330					10 0001 0001 0100
14:11:25 18.04.18	3330	   -4.01	    0.00	    0.30	    0.00	10 0000 0001 0100
14:11:26 18.04.18	3330	   -4.01	    0.00	    0.30	    0.00	10 0000 0001 0100
14:11:27 18.04.18	3330	   -4.01	    0.00	    0.29	    0.00	10 0000 0001 0100
14:11:28 18.04.18	3330	   -4.01	    0.00	    0.30	    0.00	10 0000 0001 0100
14:11:29 18.04.18	3330	   -4.01	    0.00	    0.30	    0.00	10 0000 0001 0100
14:11:30 18.04.18	3330	   -4.01	    0.00	    0.29	    0.00	10 0000 0001 0100
14:11:31 18.04.18	3330	   -4.01	    0.00	    0.30	    0.00	10 0000 0001 0100
14:11:32 18.04.18	3330	   -4.01	    0.00	    0.30	    0.00	10 0000 0001 0100
14:13:35 18.04.18	3333					 1 0111 0000 0000
14:13:36 18.04.18	3333					 1 0111 0000 0000
14:13:37 18.04.18	3330					 0 0111 0000 0000
14:13:38 18.04.18	3330					10 0001 0001 0100
14:13:39 18.04.18	3330					10 0001 0001 0100
14:13:40 18.04.18	3330					10 0001 0001 0100
14:13:41 18.04.18	3330					10 0001 0001 0100
14:13:43 18.04.18	3330					10 0001 0001 0100
14:13:43 18.04.18	3330					10 0001 0001 0100
14:13:44 18.04.18	3330					10 0001 0001 0100
14:13:46 18.04.18	3330					10 0001 0001 0100
14:13:46 18.04.18	3330					10 0001 0001 0100
14:13:47 18.04.18	3330					10 0001 0001 0100
14:13:49 18.04.18	3330					10 0001 0001 0100
14:13:49 18.04.18	3330					10 0001 0001 0100
14:13:51 18.04.18	3330					10 0001 0001 0100
14:13:51 18.04.18	3330					10 0001 0001 0100
14:13:52 18.04.18	3330					10 0001 0001 0100
14:13:53 18.04.18	3330					10 0001 0001 0100
14:13:54 18.04.18	3330					10 0001 0001 0100
14:13:55 18.04.18	3330					10 0001 0001 0100
14:13:56 18.04.18	3330					10 0001 0001 0100
14:13:58 18.04.18	3330					10 0001 0001 0100
14:13:58 18.04.18	3330					10 0001 0001 0100
14:14:00 18.04.18	3330					10 0001 0001 0100
14:14:00 18.04.18	3330					10 0001 0001 0100
14:14:01 18.04.18	3330					10 0001 0001 0100
14:14:02 18.04.18	3330					10 0001 0001 0100
14:14:03 18.04.18	3330					10 0001 0001 0100
14:14:04 18.04.18	3330					10 0001 0001 0100
14:14:05 18.04.18	3330					10 0001 0001 0100
14:14:06 18.04.18	3330					10 0001 0001 0100
14:14:07 18.04.18	3330					10 0001 0001 0100
14:14:08 18.04.18	3330					10 0001 0001 0100
14:14:09 18.04.18	3330					10 0001 0001 0100
14:14:10 18.04.18	3330					10 0001 0001 0100
14:14:11 18.04.18	3330					10 0001 0001 0100
14:14:12 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:15:45 18.04.18	3333					 1 0111 0000 0000
14:15:46 18.04.18	3333					 1 0111 0000 0000
14:15:47 18.04.18	3333					 1 0111 0000 0000
14:15:48 18.04.18	3333					 1 0111 0000 0000
14:15:49 18.04.18	3333					 1 0111 0000 0000
14:15:50 18.04.18	3330					10 0001 0001 0100
14:15:51 18.04.18	3330					10 0001 0001 0100
14:15:52 18.04.18	3330					10 0001 0001 0100
14:15:53 18.04.18	3330					10 0001 0001 0100
14:15:54 18.04.18	3330					10 0001 0001 0100
14:15:55 18.04.18	3330					10 0001 0001 0100
14:15:56 18.04.18	3330					10 0001 0001 0100
14:15:57 18.04.18	3330					10 0001 0001 0100
14:15:58 18.04.18	3330					10 0001 0001 0100
14:15:59 18.04.18	3330					10 0001 0001 0100
14:16:00 18.04.18	3330					10 0001 0001 0100
14:16:01 18.04.18	3330					10 0001 0001 0100
14:16:02 18.04.18	3330					10 0001 0001 0100
14:16:03 18.04.18	3330					10 0001 0001 0100
14:24:43 18.04.18	3333					 1 0111 0000 0000
14:24:44 18.04.18	3333					 1 0111 0000 0000
14:24:45 18.04.18	3333					 1 0111 0000 0000
14:24:46 18.04.18	3330					10 0001 0001 0100
14:24:47 18.04.18	3330					10 0001 0001 0100
14:24:50 18.04.18	3330					10 0001 0001 0100
14:24:51 18.04.18	3330					10 0001 0001 0100
14:24:52 18.04.18	3330					10 0001 0001 0100
14:24:53 18.04.18	3330					10 0001 0001 0100
14:24:54 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:24:55 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:24:56 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:24:57 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:24:58 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:24:59 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:00 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:01 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:02 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:03 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:04 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:05 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:06 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:07 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:08 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:09 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:10 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:11 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:12 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:13 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:14 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:15 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:16 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:17 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:18 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:19 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:20 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:21 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:22 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:23 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:24 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:25 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:26 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:27 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:28 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:29 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:30 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:31 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:32 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:33 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:34 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:35 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:36 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:37 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:38 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:39 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:40 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:25:41 18.04.18	3330	   -4.64	    0.00	    0.33	    0.00	10 0000 0001 0100
14:25:42 18.04.18	3330	   -4.64	    0.00	    0.33	    0.00	10 0000 0001 0100
14:25:43 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:25:44 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:25:45 18.04.18	3330	   -4.64	    0.00	    0.33	    0.00	10 0000 0001 0100
14:25:46 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:25:47 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:25:48 18.04.18	3330	   -4.64	    0.00	    0.33	    0.00	10 0000 0001 0100
14:25:49 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:25:50 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:25:51 18.04.18	3330	   -4.64	    0.00	    0.33	    0.00	10 0000 0001 0100
14:25:52 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:25:53 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:25:54 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:25:55 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:25:56 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:25:57 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:25:58 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:25:59 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:00 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:01 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:02 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:03 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:04 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:05 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:06 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:07 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:08 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:09 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:10 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:11 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:12 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:13 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:14 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:15 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:16 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:17 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:18 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:19 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:20 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:21 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:22 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:23 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:24 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:25 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:26 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:27 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:28 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:29 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:30 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:31 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:32 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:33 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:34 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:35 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:36 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:37 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:38 18.04.18	3330	   -4.64	    0.00	    0.35	    0.00	10 0000 0001 0100
14:26:39 18.04.18	3330	   -4.64	    0.00	    0.34	    0.00	10 0000 0001 0100
14:26:40 18.04.18	3330	    0.76	   -0.00	    0.08	    0.00	10 0000 0001 0100
14:26:41 18.04.18	3330	    0.76	   -0.00	    0.08	    0.00	10 0000 0001 0100
14:26:42 18.04.18	3330	    0.76	   -0.00	    0.07	    0.00	10 0000 0001 0100
14:26:43 18.04.18	3330	    0.76	   -0.00	    0.07	    0.00	10 0000 0001 0100
14:26:44 18.04.18	3330	    0.14	   -0.00	    0.06	    0.00	10 0000 0001 0100
14:26:45 18.04.18	3330	    0.14	   -0.00	    0.06	    0.00	10 0000 0001 0100
14:26:46 18.04.18	3330	    0.14	   -0.00	    0.06	    0.00	10 0000 0001 0100
14:26:47 18.04.18	3330	    0.14	   -0.00	    0.06	    0.00	10 0000 0001 0100
14:26:48 18.04.18	3330	    0.14	   -0.00	    0.06	    0.00	10 0000 0001 0100
14:26:49 18.04.18	3330	    0.14	   -0.00	    0.06	    0.00	10 0000 0001 0100
14:26:50 18.04.18	3330	    0.14	   -0.00	    0.06	    0.00	10 0000 0001 0100
14:26:51 18.04.18	3330	    0.14	   -0.00	    0.06	    0.00	10 0000 0001 0100
14:26:52 18.04.18	3330	    0.14	   -0.00	    0.05	    0.00	10 0000 0001 0100
14:26:53 18.04.18	3330	    0.14	   -0.00	    0.05	    0.00	10 0000 0001 0100
14:26:54 18.04.18	3330	    0.14	   -0.00	    0.05	    0.00	10 0000 0001 0100
14:26:55 18.04.18	3330	    0.14	   -0.00	    0.05	    0.00	10 0000 0001 0100
14:26:56 18.04.18	3330	    0.14	   -0.00	    0.03	    0.00	10 0000 0001 0100
14:27:27 18.04.18	3333					 1 0111 0000 0000
14:27:28 18.04.18	3333					 1 0111 0000 0000
14:27:29 18.04.18	3333					 1 0111 0000 0000
14:27:30 18.04.18	3330					10 0001 0001 0100
14:27:31 18.04.18	3330					10 0001 0001 0100
14:27:32 18.04.18	3330					10 0001 0001 0100
14:27:33 18.04.18	3330					10 0001 0001 0100
14:27:35 18.04.18	3330					10 0001 0001 0100
14:27:36 18.04.18	3330					10 0001 0001 0100
14:27:37 18.04.18	3330					10 0001 0001 0100
14:27:38 18.04.18	3330					10 0001 0001 0100
14:27:39 18.04.18	3330	   -1.34	    0.00	    0.11	    0.00	10 0000 0001 0100
14:27:40 18.04.18	3330	   -1.34	    0.00	    0.11	    0.00	10 0000 0001 0100
14:27:41 18.04.18	3330	   -1.34	    0.00	    0.11	    0.00	10 0000 0001 0100
14:27:42 18.04.18	3330	   -1.34	    0.00	    0.11	    0.00	10 0000 0001 0100
14:27:43 18.04.18	3330	   -1.34	    0.00	    0.11	    0.00	10 0000 0001 0100
14:27:44 18.04.18	3330	   -1.34	    0.00	    0.11	    0.00	10 0000 0001 0100
14:27:45 18.04.18	3330	   -1.34	    0.00	    0.11	    0.00	10 0000 0001 0100
14:27:46 18.04.18	3330	   -1.34	    0.00	    0.11	    0.00	10 0000 0001 0100
14:27:47 18.04.18	3330	   -1.34	    0.00	    0.11	    0.00	10 0000 0001 0100
14:27:48 18.04.18	3330	   -1.34	    0.00	    0.11	    0.00	10 0000 0001 0100
14:28:52 18.04.18	3333					 1 0111 0000 0000
14:28:53 18.04.18	3333					 1 0111 0000 0000
14:28:54 18.04.18	3333					 1 0111 0000 0000
14:28:55 18.04.18	3333					 1 0111 0000 0000
14:28:56 18.04.18	3330					10 0001 0001 0100
14:28:57 18.04.18	3330					10 0001 0001 0100
14:28:58 18.04.18	3330					10 0001 0001 0100
14:28:59 18.04.18	3330					10 0001 0001 0100
14:29:00 18.04.18	3330					10 0001 0001 0100
14:29:01 18.04.18	3330	  -19.95	    0.00	    1.97	    0.00	10 0000 0001 0100
14:29:02 18.04.18	3330	  -19.95	    0.00	    1.92	    0.00	10 0000 0001 0100
14:29:03 18.04.18	3330	  -19.95	    0.00	    1.92	    0.00	10 0000 0001 0100
14:29:04 18.04.18	3330	  -19.95	    0.00	    1.98	    0.00	10 0000 0001 0100
14:29:05 18.04.18	3330	  -19.95	    0.00	    1.98	    0.00	10 0000 0001 0100
14:29:06 18.04.18	3330	  -19.95	    0.00	    1.94	    0.00	10 0000 0001 0100
14:29:09 18.04.18	3330	  -19.95	    0.00	    1.99	    0.00	10 0000 0001 0100
14:29:10 18.04.18	3330	  -19.95	    0.00	    2.01	    0.00	10 0000 0001 0100
14:29:12 18.04.18	3330	  -19.95	    0.00	    2.01	    0.00	10 0000 0001 0100
14:29:12 18.04.18	3330	  -19.95	    0.00	    1.97	    0.00	10 0000 0001 0100
14:29:13 18.04.18	3330	  -19.95	    0.00	    2.02	    0.00	10 0000 0001 0100
14:29:14 18.04.18	3330	  -19.95	    0.00	    2.02	    0.00	10 0000 0001 0100
14:29:15 18.04.18	3330	  -19.95	    0.00	    1.98	    0.00	10 0000 0001 0100
14:30:56 18.04.18	3333					 1 0111 0000 0000
14:30:57 18.04.18	3333					 1 0111 0000 0000
14:30:58 18.04.18	3333					 1 0111 0000 0000
14:30:59 18.04.18	3330					10 0001 0001 0100
14:31:00 18.04.18	3330					10 0001 0001 0100
14:31:01 18.04.18	3330					10 0001 0001 0100
14:31:02 18.04.18	3330					10 0001 0001 0100
14:31:03 18.04.18	3330					10 0001 0001 0100
14:31:04 18.04.18	3330					10 0001 0001 0100
14:31:05 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:31:06 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:31:07 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:31:08 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:31:09 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:31:10 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
14:31:11 18.04.18	3330	   -0.00	    0.00	    0.00	    0.00	10 0000 0001 0100
